name,phone,address,website,google_maps_url,rating,review_count,business_status,primary_type,lead_category,why_relevant,found_via_query,latitude,longitude,place_id
PTAH BALI - VAST BALI,+62 821-4633-3864,"Jl. A.A. Gede Rai No.10, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,https://maps.google.com/?cid=3794564264573091989&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,finance,property_investment,Funds hospitality projects; commissions new builds,property investment company in Bali,-8.55503,115.26198079999998,ChIJ8aZ3wsY90i0RlUBFGxgAqTQ
Pacifico Hospitality,+62 878-6249-5362,"Jl. Sunset Road No.28, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",http://pacificohospitality.com/,https://maps.google.com/?cid=6260635127117112514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,consultant,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.686865599999999,115.1704247,ChIJpRiZMW1H0i0RwuQlVHo-4lY
Premier Group - Premier Hospitality Asia,+62 812-3757-8265,"Jl. Raya Canggu No.9x, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=10249457996185715401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,consultant,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.6460765,115.1706195,ChIJ_5g0D4c50i0RycLvWr5jPY4
PutraMahkota.id,+62 819-3111-1237,"Jl. Raya Padang Luwih No.59, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://putramahkota.id/,https://maps.google.com/?cid=14300612297874996068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,3,OPERATIONAL,consultant,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.6181839,115.17587630000001,ChIJxwdEcdg50i0RZPtr9R37dcY
Real Estate Investment,+62 822-4718-1295,"Jl. Bypass Ngurah Rai No.500, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",http://www.rei24.com/,https://maps.google.com/?cid=5552918935348380512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,real_estate_agency,property_investment,Funds hospitality projects; commissions new builds,property investment company in Bali,-8.704092,115.25471879999999,ChIJMbqxr-JB0i0RYAP731nuD00
Revolt Group,+62 888-8887-777,"Jl. Pemelisan Agung No.77, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://revolt-group.com/,https://maps.google.com/?cid=638343591788060330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,10,OPERATIONAL,finance,property_investment,Funds hospitality projects; commissions new builds,property investment company in Bali,-8.6604837,115.13704609999998,ChIJx7rkdixH0i0Rqp4sWR3a2wg
Savanna Group - PT. Tirta Sedana Abadi,+62 823-5973-8899,"Jl. Merak Dua No.88, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",http://savannagrp.com/,https://maps.google.com/?cid=12983682873176230306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,consultant,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.821172299999999,115.1659562,ChIJS995LGC_pEQRogn-W8hOL7Q
Sini Vie Resort & Spa Seminyak by iNi Vie Hospitality,+62 812-3850-4678,"Jl. Dewi Saraswati No.88 A, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://inivie.com/sinivieresort/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,https://maps.google.com/?cid=13626504647984864063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,1339,OPERATIONAL,resort_hotel,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.6811955,115.1725843,ChIJcc-wiB5H0i0RP9tY8ccRG70
The Cakap Group - Bali Hospitality Management & Restaurant Consultants,+62 821-6000-3633,"Jl. Raya Canggu No.668, Tibubeneng, Kec. Kuta Utara, 80365, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://thecakapgroup.com/,https://maps.google.com/?cid=1204930158897928146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,60,OPERATIONAL,consultant,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.6437689,115.15660829999997,ChIJSd3RHmE50i0R0hdEdJjFuBA
The Olivia Hospitality & Property Management,+62 819-9947-5009,"Samping Tiki Bromo, Jl. Gunung Bromo No.23, Tegal Kertha, Kec. Denpasar Bar., Kota Denpasar, Bali 80122, Indonesia",,https://maps.google.com/?cid=202554491255049460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.6629376,115.19761190000001,ChIJUdtWV5RB0i0R9MzqkjyezwI
U Property Stars Bali,+62 811-3993-303,"Jl. Pulau Serangan No.19, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80114, Indonesia",,https://maps.google.com/?cid=7835933041634493068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,finance,property_investment,Funds hospitality projects; commissions new builds,property investment company in Bali,-8.680027599999999,115.21224950000001,ChIJH4sJcVZB0i0RjMJetpXTvmw
"Umana Bali, LXR Hotels & Resorts",+62 361 3007000,"Jl. Melasti, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia",https://www.hilton.com/en/hotels/dpsolol-umana-bali-resort/?SEO_id=GMB-APAC-OL-DPSOLOL,https://maps.google.com/?cid=6404979283656245571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,1150,OPERATIONAL,resort_hotel,property_investment,Funds hospitality projects; commissions new builds,hospitality investment company in Bali,-8.843874099999999,115.1588927,ChIJu2Y6Idtb0i0RQwERNLkO41g
01ISLANDS SUMBA REAL ESTATE,+62 813-3870-8090,"Jl. Pantai Pererenan No.98, Pererenan, Kec. Mengwi, Bali, 80361, Indonesia",http://www.01islands.com/,https://maps.google.com/?cid=13816645329260722046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Pererenan, Bali",-8.644632099999999,115.12777340000001,ChIJl5wtYGxH0i0RfjclJrmVvr8
8 Degree Real Estate Agency,+62 878-4661-6888,"Teratai S18, Jl. Kayu Tulang, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://8degree.co/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,https://maps.google.com/?cid=9114516770272915057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,18,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.643716,115.1437742,ChIJJf4tH8A50i0RcS51N7ZEfX4
AD PROPERTIES,+62 813-3945-5009,"AD Properties Bali, 5 no 12, Jl. Bidadari, Seminyak, Bali, Kabupaten Badung, Bali 80361, Indonesia",https://anniedeanproperties.com/,https://maps.google.com/?cid=18005039057878471189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,16,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Seminyak, Bali",-8.6832663,115.17207830000001,ChIJ116dTTtH0i0RFVLh26C_3vk
AR HOSPITALITY BALI,+62 877-6183-6477,"Jl. Umalas 1 No.58, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://arh.co.id/,https://maps.google.com/?cid=4623068511469378430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.6690133,115.1573557,ChIJsz3XAaBH0i0RfhttLlFwKEA
Aastha House,+62 811-856-855,"Jl. Pantai Berawa Gg. HIU No.3, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia",,https://maps.google.com/?cid=17964451661440681174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,4,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.661793800000002,115.13822149999999,ChIJ1djmQ0NH0i0R1gTZOJuNTvk
Abimanyu Villas Seminyak,+62 812-3889-817,"Gg. Bima Jl. Raya Seminyak No.4, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.baliabimanyuvillas.com/,https://maps.google.com/?cid=3278693006417211916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,50,OPERATIONAL,travel_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Seminyak, Bali",-8.691828500000002,115.16571279999998,ChIJz6BX47E40i0RDDIOB-tBgC0
Abirama Properties Bali,+62 813-3988-1868,"Jl. Bumbak No.108, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.instagram.com/p/C-9uBi3ypTQ/?igsh=NTc4MTIwNjQ2YQ==,https://maps.google.com/?cid=5993273237412147734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,21,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.65771,115.1529097,ChIJG6-XDoxH0i0RFnLOdUFiLFM
Ajna Property Bali,+62 813-5387-3252,"Teratai Promenade, Jl. Shortcut Teratai Batu Bolong Shop P2, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia",http://www.ajnaproperty.com/,https://maps.google.com/?cid=9181551605771382174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6438694,115.1422492,ChIJERswBEZH0i0Rnq3rHIpsa38
Alam Dewata Estate,+62 821-4008-5709,"Jl. Sempol No.27, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",http://www.alamdewataestate.com/,https://maps.google.com/?cid=4987614399402226187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,32,OPERATIONAL,corporate_office,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Pererenan, Bali",-8.6393141,115.1372646,ChIJya1opbs50i0RCzL-6N6QN0U
Alex Villas Sales Office,+62 811-3830-4587,"Jl. Echo Beach No.2, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://alex-villas.com/,https://maps.google.com/?cid=17972574065728960572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.6543533,115.1404769,ChIJ_bJM8Sg50i0RPDgs1-Noa_k
Alfred Property | Real Estate Bali,+62 821-4480-3358,"Jl. Canggu Padang Linjong No.12a, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.alfredproperty.com/,https://maps.google.com/?cid=17992597050701259228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6418046,115.1392216,ChIJQ58EX-Y50i0R3CHKUbCLsvk
Almalki real estate,+62 813-5363-1729,"Jl. Umalas, Kerobokan Kelod, Kec. Kuta Utara, Bali, 80361, Indonesia",,https://maps.google.com/?cid=17094359467988672413&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.6679525,115.16415470000001,ChIJ8zVG9YdH0i0Rnd9MyF1dO-0
Aluna Bali Property - Real Estate Agency,+62 813-3896-6091,"84RM+MQ7, Jl. Nelayan No.74, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",https://alunabali.com/,https://maps.google.com/?cid=7635327567710790188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6584031,115.1343209,ChIJBRmxQhlH0i0RLCImGfgh9mk
Andrew James Bali Property Agent | Ora Properties,+61 420 501 284,"Jl. Bumbak No.144, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://ora.properties/,https://maps.google.com/?cid=9670017488904976101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Kerobokan, Bali",-8.6628113,115.15208039999999,ChIJzYsYQgNH0i0R5fb-FazNMoY
BALI CENTRAL PROPERTY - REAL ESTATE AGENCY,+62 819-1175-5888,"Jl. Raya Semer, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=17471395977602570268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Kerobokan, Bali",-8.6588982,115.16296249999998,ChIJ8e46OwBH0i0RHJgw_xLedvI
BALI PROPERTY GROUP,+62 853-3315-1515,"Jl. Canggu Permai IV No.B1, BERAWA, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://balipgroup.com/,https://maps.google.com/?cid=6050945608861993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,finance,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.6495294,115.14585,ChIJc_a-5pQ50i0RKUmSj01_FQA
BVR Property,+62 361 9348918,"Gg. Meduri No.5, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80236, Indonesia",https://bvrproperty.com/,https://maps.google.com/?cid=17220988000277617540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,92,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.6817735,115.16527710000001,ChIJX8abZj1H0i0RhNvPdVg9_e4
Bali Bumi Real Estate Agency,+62 812-3914-3437,"Jalan Raya Adegan Adegan, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://balibumi.com/,https://maps.google.com/?cid=13161366997912652772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.694137099999999,115.5082911,ChIJAc-mpe5z0i0R5AsifY2RprY
Bali Coconut Living,+62 361 8476727,"Jl. Bumbak No.89b, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://www.balicoconutliving.com/?UTM_source=GMB_listing&UTM_medium=organic,https://maps.google.com/?cid=10263282167963951746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,148,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6546141,115.15357730000001,ChIJhUdCrGJH0i0RgqIXK8GAbo4
Bali Golden Realty,+62 813-2830-060,"Jl. Raya Padang Luwih No.12, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80113, Indonesia",https://baligoldenrealty.com/,https://maps.google.com/?cid=15516218487044206945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.6133521,115.17589040000001,ChIJSzv7eNE50i0RYXGeaYGuVNc
Bali Land Office - Full Service Realtor - Land - Villas - Longterm Rentals,+62 361 738803,"Jl. Umalas No.1A, Kerobokan Kelod, Kuta/Kerobokan, Kabupaten Badung, Bali 80361, Indonesia",http://www.balilandoffice.com/,https://maps.google.com/?cid=4529541625871230538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,26,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.668055599999999,115.1647222,ChIJk0VY5GlH0i0RSmZmNRwq3D4
Bali Legals,+62 812-2880-8010,"Jl. Sunset Road Number 29b, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://balilegals.com/,https://maps.google.com/?cid=4604996812743203267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,242,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Seminyak, Bali",-8.6877259,115.170936,ChIJT9Jr8RpH0i0Rw1ld7zM86D8
Bali Life Property,+62 813-3792-8484,"Jl. Pengubengan Kauh, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://bali-life.pro/,https://maps.google.com/?cid=6214809400084362120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Kerobokan, Bali",-8.6628023,115.1684638,ChIJnR41fb1H0i0RiHPJzjhwP1Y
Bali Luxury Homes Property,+62 812-9925-4082,"Jl. Raya Tumbakbayuh - Pererenan Gg. PR.Ratu Ngurah No.9X, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",http://www.baliluxury-homes.com/,https://maps.google.com/?cid=4016254947333658129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,7,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6177568,115.14247879999999,ChIJn-oCCgA50i0REVY6d5iavDc
Bali Property Scout,+62 823-4189-1047,"Jl. Sempol No.17B, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://balipropertyscout.com/,https://maps.google.com/?cid=3038201845323080600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Pererenan, Bali",-8.6406847,115.1365007,ChIJvbkCkvM50i0RmCNrMnvcKSo
Bali Real Estate Consultants,+62 877-6131-1941,"Jl. Bypass Ngurah Rai No.67, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://balirealestateconsultants.com/,https://maps.google.com/?cid=11427286309429450130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,27,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.7667387,115.17856400000001,ChIJE0ZMZ8xB0i0RkhU6pFrglZ4
Bali Villa 4 Bedroom,+62 821-4616-3049,"Jl. Kayu Aya, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://balivilla4bedroom.com/,https://maps.google.com/?cid=257147866590988637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,6,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Seminyak, Bali",-8.682999299999999,115.15675970000001,ChIJuS3IHhNH0i0RXcnnSp-SkQM
Bali property 8833,+62 881-0109-20734,"Jl. Raya Padonan No.1B, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://baliproperty8833.com/,https://maps.google.com/?cid=17746103496557592705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,40,OPERATIONAL,real_estate_agency,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6261128,115.16486499999999,ChIJ566nwrM50i0RgQCicxvTRvY
Balisa Villa Umalas,+62 813-8982-068,"Jl. Bumbak Gg. Pulau 27, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=5926746939797357931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.6530323,115.15544369999999,ChIJOdtrj_xH0i0Ra0VBxPAIQFI
Balitecture Realty,+62 811-3909-045,"Jl. Pemelisan Agung, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.balitecturerealty.com/,https://maps.google.com/?cid=8220709655472940758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6598183,115.13763079999998,ChIJmyUArEhH0i0R1qYWYODTFXI
Best Bali Real Estate,+62 812-3814-014,"Jl. Karang Sari No.5, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",http://www.bestbalirealestate.com/,https://maps.google.com/?cid=4357538166403029803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,8,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Berawa, Bali",-8.701879600000002,115.26103820000002,ChIJpRh_Nc5B0i0RK9uoB-AVeTw
"Best Properties In Bali - Real Estate Agents In Bali - Buy House , Villa Or Property In Bali",+62 896-5135-2649,"943Q+2R3, Jl. Pantai Batu Bolong, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=9370117912277319192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.647499999999999,115.139551,ChIJa6xBCX040i0RGH7QoJhYCYI
Betterplace (formerly bnbprofits),+62 813-7773-2003,"Jl. Raya Semat, Taman Tamora, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://betterplace.cc/?utm_source=google&utm_medium=maps&utm_campaign=berawa_profile,https://maps.google.com/?cid=7881350062327583735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,373,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.6568278,115.1406802,ChIJtQdk3b9H0i0R99OJ3x8uYG0
Bloom Umalas Villa,+62 811-3930-307,"85V4+H2V, Kerobokan, Kuta Utara, Badung Regency, Bali 80361, Indonesia",https://wa.me/628113930307,https://maps.google.com/?cid=8752028098418831846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,1,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Umalas, Bali",-8.656062499999999,115.15506249999999,ChIJl1GpQwBH0i0R5vF9bi9zdXk
Blue Beach Bali | Real Estate - Canggu Office,+62 822-6669-1098,"Jl. Raya Kayutulang No.45-39, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",https://bluebeachbali.com/,https://maps.google.com/?cid=7201596138862076391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,consultant,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Canggu, Bali",-8.638949,115.14732120000001,ChIJHwA7ta850i0R5-GyWIg18WM
Blue Origin Bali,+62 823-1327-6100,"Pererenan, Mengwi, Badung Regency, Bali 80351, Indonesia",https://baliedge.com/,https://maps.google.com/?cid=437795788505313744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,28,OPERATIONAL,service,real_estate_agency,Sells land and off-plan villas; refers buyers who need a builder,"real estate agency in Pererenan, Bali",-8.637706699999999,115.12827050000001,ChIJGQYPcQA50i0R0HEFOvNcEwY
